id,code,label_en,label_de,parent_code,level
554,/29/101/1363/1769,gender equality,,/29/101/1363,3
555,/29/101/559/1375,crisis management,,/29/101/559,3
556,/25/67/425/1173,fuel cells,,/25/67/425,3
557,/29/91/521/1295,health economics,,/29/91/521,3
558,/21/35/159/79909316,drug discovery,,/21/35/159,3
559,/25/73/453/457,control systems,,/25/73/453,3
560,/23/53/373/1129,electric batteries,,/23/53/373,3
561,/23/47/299/951,big data,,/23/47/299,3
562,/23/45/30018/281,meteorology,,/23/45/30018,3
563,/29/97/87917856/539,public policies,,/29/97/87917856,3
564,/29/91/521/44428049,political economy,,/29/91/521,3
565,/25/75/469/1249,subtractive manufacturing,,/25/75/469,3
566,/23/45/293/911,cartography,,/23/45/293,3
567,/23/47/295/919,network security,,/23/47/295,3
568,/21/39/183/683,food allergy,,/21/39/183,3
569,/21/35/159/649,drug resistance,,/21/35/159,3
570,/21/39/239/737,orthodontics,,/21/39/239,3
571,/31/115/563/1383,public libraries,,/31/115/563,3
572,/23/43/259/785,electromagnetism,,/23/43/259,3
573,/21/39/213/699,retinopathy,,/21/39/213,3
574,/29/91/521/1297,microeconomics,,/29/91/521,3
575,/31/107/577/585,literary theory,,/31/107/577,3
576,/25/73/453/1211,control engineering,,/25/73/453,3
577,/23/49/309/987,molecular evolution,,/23/49/309,3
578,/23/45/287/877,hydrogeology,,/23/45/287,3
579,/23/43/251/44406885,nonlinear optics,,/23/43/251,3
580,/23/49/309/983,structural biology,,/23/49/309,3
581,/31/107/577/581,literary genres,,/31/107/577,3
582,/23/53/365/68548065,noble gases,,/23/53/365,3
583,/23/45/291/899,volcanology,,/23/45/291,3
584,/23/45/285/859,isotope geochemistry,,/23/45/285,3
585,/31/111/607/30038,judaism,,/31/111/607,3
586,/31/111/607/1409,christianity,,/31/111/607,3
587,/23/47/297/927,expert systems,,/23/47/297,3
588,/25/63/19232965/32419566,organic amorphous solids,,/25/63/19232965,3
589,/31/109/1403/1793,ethnomusicology,,/31/109/1403,3
590,/25/67/89023697/42636164,drinking water treatment processes,,/25/67/89023697,3
591,/23/45/287/351,limnology,,/23/45/287,3
592,/25/67/423/431,water management,,/25/67/423,3
593,/23/43/251/747,cavity optomechanics,,/23/43/251,3
594,/25/59/377/1143,food safety,,/25/59/377,3
595,/25/77/84897392/21046462,coastal and estuarine hydraulics,,/25/77/84897392,3
596,/23/45/287/871,drainage basins,,/23/45/287,3
597,/23/49/309/989,molecular genetics,,/23/49/309,3
598,/23/49/345/1043,ichthyology,,/23/49/345,3
599,/23/47/303/20089633,relational databases,,/23/47/303,3
600,/23/53/373/1137,electrophoresis,,/23/53/373,3
601,/25/67/425/1163,liquid fuels,,/25/67/425,3
602,/21/39/235/729,sleep disorders,,/21/39/235,3
603,/25/77/473/1253,hydraulic engineering,,/25/77/473,3
604,/23/47/297/26456811,generative artificial intelligence,,/23/47/297,3
605,/23/53/363/1097,ketones,,/23/53/363,3
606,/23/53/363/1109,heterocyclic compounds,,/23/53/363,3
607,/31/107/587/1399,phonetics,,/31/107/587,3
608,/23/53/363/1107,organic acids,,/23/53/363,3
609,/29/99/547/1343,electric vehicles,,/29/99/547,3
610,/25/77/475/1261,railroad engineering,,/25/77/475,3
611,/23/43/257/30030,extragalactic astronomy,,/23/43/257,3
612,/23/43/251/749,fibre optics,,/23/43/251,3
613,/23/47/299/939,natural language processing,,/23/47/299,3
614,/23/47/297/937,pattern recognition,,/23/47/297,3
615,/23/47/295/977,malicious software,,/23/47/295,3
616,/29/101/559/1373,taxation,,/29/101/559,3
617,/21/39/231/725,renal dialysis,,/21/39/231,3
618,/23/53/367/1119,thermochemistry,,/23/53/367,3
619,/23/45/285/863,cosmochemistry,,/23/45/285,3
620,/23/45/291/891,petrology,,/23/45/291,3
621,/23/49/313/993,cell metabolism,,/23/49/313,3
622,/23/53/363/1089,amines,,/23/53/363,3
623,/23/51/355/1059,mathematical model,,/23/51/355,3
624,/29/89/1837/1839,human rights violations,,/29/89/1837,3
625,/25/75/463/1243,lubrication,,/25/75/463,3
626,/31/111/607/30037,eastern religions,,/31/111/607,3
627,/23/43/257/761,astrochemistry,,/23/43/257,3
628,/23/43/269/805,statistical mechanics,,/23/43/269,3
629,/21/39/235/735,posttraumatic stress disorder,,/21/39/235,3
630,/29/89/1837/30049,international protection of human rights,,/29/89/1837,3
631,/25/73/451/87041214,piezoelectrics,,/25/73/451,3
632,/23/49/337/24525861,genetic selection,,/23/49/337,3
633,/31/113/611/1431,archaeometry,,/31/113/611,3
634,/29/101/559/1371,public services,,/29/101/559,3
635,/23/49/337/1019,nucleotides,,/23/49/337,3
636,/21/35/155/22184243,autoimmune diseases,,/21/35/155,3
637,/21/37/163/657,stem cells,,/21/37/163,3
638,/25/73/453/1217,digital electronics,,/25/73/453,3
639,/21/39/223/715,robotic surgery,,/21/39/223,3
640,/23/45/283/857,edaphology,,/23/45/283,3
641,/23/45/275/823,paleoclimatology,,/23/45/275,3
642,/31/111/605/1407,ethical principles,,/31/111/605,3
643,/29/97/67681549/12738214,armed conflicts,,/29/97/67681549,3
644,/25/77/94443578/1269,smart cities,,/25/77/94443578,3
645,/25/77/475/1265,port and harbor engineering,,/25/77/475,3
646,/23/45/289/885,ocean chemistry,,/23/45/289,3
647,/21/39/177/679,inflammatory bowel disease,,/21/39/177,3
648,/21/35/153/639,multiple sclerosis,,/21/35/153,3
649,/23/53/361/1081,mass spectrometry,,/23/53/361,3
650,/23/53/363/1091,organic reactions,,/23/53/363,3
651,/23/53/361/1079,calorimetry,,/23/53/361,3
652,/23/53/363/1093,volatile organic compounds,,/23/53/363,3
653,/31/111/609/1419,metaphysics,,/31/111/609,3
654,/23/47/305/963,transport layer,,/23/47/305,3
655,/23/43/257/763,galactic astronomy,,/23/43/257,3
656,/23/45/285/867,organic geochemistry,,/23/45/285,3
657,/25/57/375/1139,diagnostic technologies,,/25/57/375,3
658,/29/101/561/78350677,cultural anthropology,,/29/101/561,3
659,/31/113/613/30036,contemporary history,,/31/113/613,3
660,/23/43/269/30029,solid mechanics,,/23/43/269,3
661,/21/39/225/1475,bladder cancer,,/21/39/225,3
662,/21/37/167/663,bioartificial liver,,/21/37/167,3
663,/25/57/693/1449,computed tomography,,/25/57/693,3
664,/25/71/443/1199,compost,,/25/71/443,3
665,/25/67/11936537/24283177,habitat conservation,,/25/67/11936537,3
666,/29/99/547/1341,social aspects of transport,,/29/99/547,3
667,/23/45/291/895,lithology,,/23/45/291,3
668,/23/51/355/1057,game theory,,/23/51/355,3
669,/31/107/587/1401,phonology,,/31/107/587,3
670,/23/49/345/1041,ornithology,,/23/49/345,3
671,/23/45/275/815,paleoecology,,/23/45/275,3
672,/23/45/291/897,geochronology,,/23/45/291,3
673,/21/39/189/687,graft versus host disease,,/21/39/189,3
674,/21/39/231/723,kidney diseases,,/21/39/231,3
675,/21/39/221/711,paediatric cardiology,,/21/39/221,3
676,/29/101/1367/11589301,unemployment,,/29/101/1367,3
677,/27/79/483/1275,plant cloning,,/27/79/483,3
678,/21/39/223/30025,surgical procedures,,/21/39/223,3
679,/23/47/295/915,access control,,/23/47/295,3
680,/23/43/257/765,space exploration,,/23/43/257,3
681,/23/49/337/1027,heredity,,/23/49/337,3
682,/23/43/263/795,solid-state physics,,/23/43/263,3
683,/29/99/547/1345,sustainable transport,,/29/99/547,3
684,/23/49/313/995,cell polarity,,/23/49/313,3
685,/23/45/293/909,coastal geography,,/23/45/293,3
686,/29/97/87917856/67079178,foreign policy,,/29/97/87917856,3
687,/31/109/1403/1791,popular music studies,,/31/109/1403,3
688,/25/67/425/83028390,biomass energy,,/25/67/425,3
689,/31/109/595/589,cinematography,,/31/109/595,3
690,/23/53/373/1133,bioelectrochemistry,,/23/53/373,3
691,/23/45/287/875,isotope hydrology,,/23/45/287,3
692,/31/113/613/30033,ancient history,,/31/113/613,3
693,/29/91/521/1305,macroeconomics,,/29/91/521,3
694,/23/47/305/965,web development,,/23/47/305,3
695,/23/47/303/21583017,non-relational databases,,/23/47/303,3
696,/23/47/305/959,semantic web,,/23/47/305,3
697,/21/39/225/1467,liver cancer,,/21/39/225,3
698,/23/49/353/1051,comparative morphology,,/23/49/353,3
699,/23/49/353/1049,functional morphology,,/23/49/353,3
700,/23/45/277/831,ozone depletion,,/23/45/277,3
701,/23/43/253/755,nuclear fission,,/23/43/253,3
702,/21/39/225/1469,colorectal cancer,,/21/39/225,3
703,/23/47/305/969,world wide web,,/23/47/305,3
704,/29/89/1837/30048,human rights law,,/29/89/1837,3
705,/21/37/677/665,artificial bone,,/21/37/677,3
706,/21/39/235/733,anxiety disorders,,/21/39/235,3
707,/29/93/533/30043,mental processes,,/29/93/533,3
708,/23/49/311/1285,dendrology,,/23/49/311,3
709,/23/49/321/1001,behavioural ecology,,/23/49/321,3
710,/21/33/119/615,sexual health,,/21/33/119,3
711,/21/33/119/617,family planning,,/21/33/119,3
712,/25/67/425/1175,synthetic fuels,,/25/67/425,3
713,/25/77/475/1259,highway engineering,,/25/77/475,3
714,/29/99/547/1349,freight transport,,/29/99/547,3
715,/29/105/571/1391,active learning,,/29/105/571,3
716,/23/45/287/873,hydroinformatics,,/23/45/287,3
717,/25/69/435/1193,bulk nanostructured materials,,/25/69/435,3
718,/31/109/595/599,radio and television,,/31/109/595,3
719,/21/35/153/637,amyotrophic lateral sclerosis,,/21/35/153,3
720,/21/35/159/645,drug safety,,/21/35/159,3
721,/25/67/417/64131187,rare earths,,/25/67/417,3
722,/21/39/697/1459,fetal medicine,,/21/39/697,3
723,/29/97/67681549/81402623,riots,,/29/97/67681549,3
724,/29/93/527/1315,psychoanalysis,,/29/93/527,3
725,/25/73/453/1213,analogue electronics,,/25/73/453,3
726,/31/107/587/1397,sign language,,/31/107/587,3
727,/23/47/299/947,business intelligence,,/23/47/299,3
728,/23/47/297/52679357,edge artificial intelligence,,/23/47/297,3
729,/21/39/225/30053,head and neck cancer,,/21/39/225,3
730,/25/67/11936537/45049892,nature-based solutions,,/25/67/11936537,3
731,/21/39/225/86801484,cervical cancer,,/21/39/225,3
732,/23/45/287/879,hydrometeorology,,/23/45/287,3
733,/31/111/605/30041,ethical theories,,/31/111/605,3
734,/31/111/609/30039,philosophy of language,,/31/111/609,3
735,/23/49/335/1011,invasive species,,/23/49/335,3
736,/23/43/263/801,bose-einstein condensates,,/23/43/263,3
737,/23/43/257/773,history of astronomy,,/23/43/257,3
738,/25/77/473/1255,earthquake engineering,,/25/77/473,3
739,/29/91/521/1293,monetary and finances,,/29/91/521,3
740,/21/39/183/685,drug allergy,,/21/39/183,3
741,/25/63/387/1153,carbon fibers,,/25/63/387,3
742,/25/57/693/1451,x-ray radiography,,/25/57/693,3
743,/23/53/365/1115,bioinorganic chemistry,,/23/53/365,3
744,/23/43/261/789,string theory,,/23/43/261,3
745,/23/53/361/1663,volumetric analysis,,/23/53/361,3
746,/23/49/335/1013,landscape ecology,,/23/49/335,3
747,/23/49/341/1033,protozoology,,/23/49/341,3
748,/25/77/84897392/24482249,water supply systems,,/25/77/84897392,3
749,/29/89/1837/30045,regional human rights,,/29/89/1837,3
750,/23/53/363/1087,organohalogen compounds,,/23/53/363,3
751,/21/35/153/631,muscular dystrophies,,/21/35/153,3
752,/21/37/167/671,artificial pancreas,,/21/37/167,3
753,/21/39/239/741,dental implantology,,/21/39/239,3
754,/29/105/571/1389,inquiry based learning,,/29/105/571,3
755,/21/35/159/651,adverse drug reactions,,/21/35/159,3
756,/23/47/297/929,computational creativity,,/23/47/297,3
757,/23/47/305/971,internet access,,/23/47/305,3
758,/25/63/393/15792233,glass fibers,,/25/63/393,3
759,/21/39/223/30026,surgical specialties,,/21/39/223,3
760,/25/63/19232965/64398263,amorphous metals,,/25/63/19232965,3
761,/23/45/283/853,pedology,,/23/45/283,3
762,/23/47/305/961,internet protocols,,/23/47/305,3
763,/23/45/275/827,biostratigraphy,,/23/45/275,3
764,/21/39/235/727,obsessive-compulsive disorder,,/21/39/235,3
765,/23/47/297/495996,frugal artificial intelligence,,/23/47/297,3
766,/25/63/19232965/39908427,inorganic amorphous solids,,/25/63/19232965,3
767,/21/37/677/1443,breast implants,,/21/37/677,3
768,/25/77/84897392/56936995,urban drainage,,/25/77/84897392,3
769,/21/39/213/701,strabismus,,/21/39/213,3
770,/21/39/239/739,periodontics,,/21/39/239,3
771,/23/49/315/997/1613,proteins,,/23/49/315/997,4
772,/27/81/30021/493/1281,plant breeding,,/27/81/30021/493,4
773,/27/81/30021/30833628/8144402,cereals,,/27/81/30021/30833628,4
774,/23/49/315/997/1611,carbohydrates,,/23/49/315/997,4
775,/23/43/251/48354418/98465583,fluorescence lifetime imaging,,/23/43/251/48354418,4
776,/25/67/429/97581411/1181,recycling,,/25/67/429/97581411,4
777,/23/43/257/771/1511,planets,,/23/43/257/771,4
778,/21/33/137/133/9678651,pandemics,,/21/33/137/133,4
779,/25/67/425/1169/1695,wind energy,,/25/67/425/1169,4
780,/25/67/425/1169/1693,geothermal energy,,/25/67/425/1169,4
781,/25/73/453/58525161/44113014,optical sensors,,/25/73/453/58525161,4
782,/29/99/547/1351/1765,satellite navigation system,,/29/99/547/1351,4
783,/29/91/521/1299/1757,productivity,,/29/91/521/1299,4
784,/23/43/257/771/1513,asteroids,,/23/43/257/771,4
785,/23/43/257/771/1507,natural satellites,,/23/43/257/771,4
786,/23/43/257/771/1509,comets,,/23/43/257/771,4
787,/21/33/137/133/96227745,modeling of diseases spread,,/21/33/137/133,4
788,/25/67/425/1169/1685,solar energy,,/25/67/425/1169,4
789,/23/49/345/1045/1625,primatology,,/23/49/345/1045,4
790,/21/35/159/653/1439,vaccines,,/21/35/159/653,4
791,/25/73/30020/455/1223,mobile phones,,/25/73/30020/455,4
792,/23/43/269/811/34823946,microfluidics,,/23/43/269/811,4
793,/23/43/251/1077/41191674,absorption spectroscopy,,/23/43/251/1077,4
794,/25/75/461/1239/1737,aircraft,,/25/75/461/1239,4
795,/23/47/307/979/1607,simulation software,,/23/47/307/979,4
796,/25/73/453/449/1207,quantum computers,,/25/73/453/449,4
797,/29/97/87917856/1335/31958608,civil society organisations,,/29/97/87917856/1335,4
798,/29/95/92131787/17995755/42154279,global development studies,,/29/95/92131787/17995755,4
799,/25/73/453/58525161/66357197,biosensors,,/25/73/453/58525161,4
800,/21/39/221/713/38221291,cardiac arrhythmia,,/21/39/221/713,4
801,/21/35/153/22901471/633,alzheimer,,/21/35/153/22901471,4
802,/23/43/251/48354418/68225803,super resolution microscopy,,/23/43/251/48354418,4
803,/25/75/461/1239/1739,satellite technology,,/25/75/461/1239,4
804,/23/43/269/811/1549,fluid dynamics,,/23/43/269/811,4
805,/21/35/159/653/8052398,antibiotics,,/21/35/159/653,4
806,/23/49/337/1021/57264360,transcriptomes,,/23/49/337/1021,4
807,/25/73/451/1209/1707,electric power generation,,/25/73/451/1209,4
808,/23/43/261/791/1527,particle accelerator,,/23/43/261/791,4
809,/25/69/435/1191/1699,graphene,,/25/69/435/1191,4
810,/25/77/479/1267/1749,sustainable building,,/25/77/479/1267,4
811,/23/51/359/1063/53388279,mathematical logic,,/23/51/359/1063,4
812,/23/49/321/30027/1003,biological interactions,,/23/49/321/30027,4
813,/21/39/221/713/1463,arteriosclerosis,,/21/39/221/713,4
814,/25/67/425/1169/1691,hydrogen energy,,/25/67/425/1169,4
815,/23/51/359/1063/82355983,combinatorics,,/23/51/359/1063,4
816,/23/51/359/1067/1635,complex analysis,,/23/51/359/1067,4
817,/21/33/121/44109686/71336944,influenza,,/21/33/121/44109686,4
818,/23/43/261/791/1541,photons,,/23/43/261/791,4
819,/21/33/121/44109686/619,HIV,,/21/33/121/44109686,4
820,/23/49/337/1025/15534213,eukaryotic genomes,,/23/49/337/1025,4
821,/21/39/225/1465/1801,melanoma,,/21/39/225/1465,4
822,/25/73/453/459/1227,swarm robotics,,/25/73/453/459,4
823,/23/47/307/979/50814433,virtual reality,,/23/47/307/979,4
824,/25/73/453/459/1229,autonomous robots,,/25/73/453/459,4
825,/23/45/291/903/1577,crystallography,,/23/45/291/903,4
826,/23/45/30018/30032/30055,climatic changes,,/23/45/30018/30032,4
827,/21/33/121/44109686/8132740,coronaviruses,,/21/33/121/44109686,4
828,/27/81/30021/499/1287,fruit growing,,/27/81/30021/499,4
829,/25/75/461/1237/1735,sea vessels,,/25/75/461/1237,4
830,/23/49/335/1009/54034042,coastal ecosystems,,/23/49/335/1009,4
831,/21/35/159/653/70038406,antivirals,,/21/35/159/653,4
832,/27/81/30021/499/497,viticulture,,/27/81/30021/499,4
833,/27/81/30021/493/491,plant protection,,/27/81/30021/493,4
834,/27/81/30021/499/69103681,vegetable growing,,/27/81/30021/499,4
835,/23/49/315/997/1615,lipids,,/23/49/315/997,4
836,/25/73/453/449/1205,supercomputers,,/25/73/453/449,4
837,/25/75/461/1235/1733,drive by wire,,/25/75/461/1235,4
838,/25/73/453/449/1203,computer processors,,/25/73/453/449,4
839,/29/91/523/1311/1759,e-commerce,,/29/91/523/1311,4
840,/25/73/30020/455/1225,radio technology,,/25/73/30020/455,4
841,/29/101/1367/1771/1773,racial inequality,,/29/101/1367/1771,4
842,/23/49/337/44114657/92678204,epigenomes,,/23/49/337/44114657,4
843,/25/73/30020/455/1221,telecommunications networks,,/25/73/30020/455,4
844,/25/61/383/1147/1677,polyhydroxyalkanoates,,/25/61/383/1147,4
845,/25/73/453/58525161/48389028,smart sensors,,/25/73/453/58525161,4
846,/29/99/547/1339/1761,air traffic management,,/29/99/547/1339,4
847,/23/47/307/979/973,system software,,/23/47/307/979,4
848,/23/43/257/771/1515,planetary geology,,/23/43/257/771,4
849,/23/51/359/1069/2668458,L-functions,,/23/51/359/1069,4
850,/23/51/359/1067/1637,differential equations,,/23/51/359/1067,4
851,/23/43/257/771/1805,meteorites,,/23/43/257/771,4
852,/23/51/359/1063/1629,graph theory,,/23/51/359/1063,4
853,/25/67/425/1165/1681,petroleum,,/25/67/425/1165,4
854,/27/81/30021/499/84709101,arboriculture,,/27/81/30021/499,4
855,/25/75/461/1235/1731,autonomous vehicles,,/25/75/461/1235,4
856,/23/43/257/757/1483,supernova,,/23/43/257/757,4
857,/27/81/30021/30833628/72257146,legumes,,/27/81/30021/30833628,4
858,/23/51/355/1053/10928599,conformal field theory,,/23/51/355/1053,4
859,/23/43/261/791/1535,gluons,,/23/43/261/791,4
860,/23/43/261/791/1537,quarks,,/23/43/261/791,4
861,/27/81/30021/12266820/1833,fodder,,/27/81/30021/12266820,4
862,/23/43/257/759/1489,dark matter,,/23/43/257/759,4
863,/23/43/257/759/1487,black holes,,/23/43/257/759,4
864,/23/43/257/775/1519,galaxy evolution,,/23/43/257/775,4
865,/29/95/92131787/17995755/19831740,post-colonial theories,,/29/95/92131787/17995755,4
866,/23/43/261/791/1533,fermions,,/23/43/261/791,4
867,/31/111/609/30040/1417,medieval philosophy,,/31/111/609/30040,4
868,/23/47/297/933/1595,supervised learning,,/23/47/297/933,4
869,/27/81/30021/499/97328111,urban horticulture,,/27/81/30021/499,4
870,/25/65/81684188/1157/79070535,reverse osmosis,,/25/65/81684188/1157,4
871,/25/67/425/1165/1683,natural gas,,/25/67/425/1165,4
872,/25/67/425/1169/1689,hydroelectricity,,/25/67/425/1169,4
873,/25/75/461/1239/1741,aeronautical engineering,,/25/75/461/1239,4
874,/23/51/359/1069/1639,prime numbers,,/23/51/359/1069,4
875,/23/47/307/979/1605,video games,,/23/47/307/979,4
876,/25/73/451/1209/1705,electric power transmission,,/25/73/451/1209,4
877,/23/45/30018/281/839,solar radiation,,/23/45/30018/281,4
878,/23/47/297/933/1589,deep learning,,/23/47/297/933,4
879,/29/101/1367/1771/1777,age inequality,,/29/101/1367/1771,4
880,/23/45/293/911/1585,geographic information systems,,/23/45/293/911,4
881,/23/43/257/757/1481,neutron stars,,/23/43/257/757,4
882,/23/43/261/791/42674489,neutrinos,,/23/43/261/791,4
883,/23/43/257/767/1499,optical astronomy,,/23/43/257/767,4
884,/23/43/257/771/1803,meteors,,/23/43/257/771,4
885,/21/35/159/649/1435,multidrug resistance,,/21/35/159/649,4
886,/23/47/297/935/61878528,image recognition,,/23/47/297/935,4
887,/23/45/291/901/1573,microseisms,,/23/45/291/901,4
888,/23/45/291/893/1569,speleology,,/23/45/291/893,4
889,/21/33/137/133/2734973,exposomes,,/21/33/137/133,4
890,/21/35/159/649/1437,antibiotic resistance,,/21/35/159/649,4
891,/25/67/429/97581411/1185,remanufacturing,,/25/67/429/97581411,4
892,/23/43/261/791/1543,leptons,,/23/43/261/791,4
893,/23/51/359/1069/1641,logarithmic functions,,/23/51/359/1069,4
894,/25/73/451/1209/1703,electric power distribution,,/25/73/451/1209,4
895,/25/61/383/1147/1675,polylactic acid,,/25/61/383/1147,4
896,/23/43/257/771/807,celestial mechanics,,/23/43/257/771,4
897,/23/45/291/901/1575,plate tectonics,,/23/45/291/901,4
898,/23/43/251/48354418/38063808,electron microscopy,,/23/43/251/48354418,4
899,/25/67/425/1165/1679,coal,,/25/67/425/1165,4
900,/23/51/359/1071/1645,algebraic topology,,/23/51/359/1071,4
901,/23/47/297/935/90070193,motion analysis,,/23/47/297/935,4
902,/21/33/137/133/64656619,epidemics prevention,,/21/33/137/133,4
903,/21/33/137/133/65257712,zoonosis,,/21/33/137/133,4
904,/25/73/453/459/1231,soft robotics,,/25/73/453/459,4
905,/29/89/1837/1839/1841,human trafficking,,/29/89/1837/1839,4
906,/23/47/297/933/1587,reinforcement learning,,/23/47/297/933,4
907,/29/101/1367/1771/26417764,gender inequality,,/29/101/1367/1771,4
908,/23/43/251/745/48845697,ultrafast lasers,,/23/43/251/745,4
909,/29/101/559/1375/1781,flood risk management,,/29/101/559/1375,4
910,/23/49/345/1045/1627,cetology,,/23/49/345/1045,4
911,/31/107/577/581/1393,essays,,/31/107/577/581,4
912,/21/33/121/77640482/46784217,hepatitis B,,/21/33/121/77640482,4
913,/23/49/337/1025/75243493,prokaryotic genomes,,/23/49/337/1025,4
914,/23/45/30018/281/845,biosphera,,/23/45/30018/281,4
915,/23/45/30018/30032/835,climatic zones,,/23/45/30018/30032,4
916,/27/83/501/507/1291,animal feed,,/27/83/501/507,4
917,/23/49/345/1039/1623,apidology,,/23/49/345/1039,4
918,/23/51/359/1073/1651,algebraic geometry,,/23/51/359/1073,4
919,/23/43/259/779/1521,molecular spintronics,,/23/43/259/779,4
920,/23/51/359/1067/81178764,functional analysis,,/23/51/359/1067,4
921,/23/43/269/811/1547,fluid statics,,/23/43/269/811,4
922,/23/49/341/1031/1621,ethnolichenology,,/23/49/341/1031,4
923,/31/111/607/1411/30056,muslim culture,,/31/111/607/1411,4
924,/23/43/257/763/30054,solar physics,,/23/43/257/763,4
925,/31/111/609/1419/1799,teleology,,/31/111/609/1419,4
926,/25/69/435/1191/1697,silicene,,/25/69/435/1191,4
927,/23/49/335/1009/23605117,freshwater ecosystems,,/23/49/335/1009,4
928,/31/111/609/30040/1413,modern philosophy,,/31/111/609/30040,4
929,/25/65/81684188/1157/13858428,electrodialysis,,/25/65/81684188/1157,4
930,/23/43/251/48354418/67902960,confocal microscopy,,/23/43/251/48354418,4
931,/23/49/341/325/88344707,viromes,,/23/49/341/325,4
932,/23/47/297/933/1591,unsupervised learning,,/23/47/297/933,4
933,/31/111/609/30040/1421,contemporary philosophy,,/31/111/609/30040,4
934,/23/45/30018/30032/1755,dendrochronology,,/23/45/30018/30032,4
935,/23/51/355/357/82202707,bayesian statistics,,/23/51/355/357,4
936,/21/33/121/44109686/56306972,ebola,,/21/33/121/44109686,4
937,/25/75/461/1239/51612216,astronautical engineering,,/25/75/461/1239,4
938,/29/89/1837/1839/30061,political violence,,/29/89/1837/1839,4
939,/29/101/559/1375/1783,seismic risk management,,/29/101/559/1375,4
940,/31/111/609/30040/1423,ancient philosophy,,/31/111/609/30040,4
941,/23/49/341/1035/8379493,bacteriomes,,/23/49/341/1035,4
942,/23/49/315/997/1609,nucleic acids,,/23/49/315/997,4
943,/23/43/251/1077/86010037,emission spectroscopy,,/23/43/251/1077,4
944,/23/45/291/891/3696400,petrography,,/23/45/291/891,4
945,/29/101/561/78350677/591,folklore,,/29/101/561/78350677,4
946,/23/53/373/1133/1667,electroporation,,/23/53/373/1133,4
947,/25/67/425/1169/1687,hybrid energy,,/25/67/425/1169,4
948,/21/33/121/44109686/54731337,hepatitis C,,/21/33/121/44109686,4
949,/27/81/30021/30833628/1831,oilseeds,,/27/81/30021/30833628,4
950,/23/47/305/969/1597,web accessibility,,/23/47/305/969,4
951,/23/45/30018/281/841,troposphere,,/23/45/30018/281,4
952,/29/89/1837/1839/30062,sexual violence,,/29/89/1837/1839,4
953,/23/49/337/1025/77161814,viral genomes,,/23/49/337/1025,4
954,/23/51/359/1073/1655,linear algebra,,/23/51/359/1073,4
955,/29/99/547/1345/1763,intelligent transport systems,,/29/99/547/1345,4
956,/29/99/547/1351/1767,inertial navigation system,,/29/99/547/1351,4
957,/23/49/337/1017/2080895,virus mutation,,/23/49/337/1017,4
958,/25/73/453/459/1233,cognitive robots,,/25/73/453/459,4
959,/29/89/1837/30048/21785983,national state of emergency,,/29/89/1837/30048,4
960,/23/43/257/763/769,solar astronomy,,/23/43/257/763,4
961,/23/51/359/1067/1633,fourier analysis,,/23/51/359/1067,4
962,/23/43/251/48354418/65898858,scanning tunneling microscopy,,/23/43/251/48354418,4
963,/23/43/257/767/1495,radio astronomy,,/23/43/257/767,4
964,/23/43/257/767/1491,gravitational waves,,/23/43/257/767,4
965,/23/43/261/791/1529,z bosons,,/23/43/261/791,4
966,/23/43/261/791/1539,higgs bosons,,/23/43/261/791,4
967,/23/43/257/767/1501,gamma-ray astronomy,,/23/43/257/767,4
968,/23/45/291/891/1557,igneous petrology,,/23/45/291/891,4
969,/23/51/359/1071/1649,knot theory,,/23/51/359/1071,4
970,/23/43/257/757/1479,asteroseismology,,/23/43/257/757,4
971,/31/111/607/1411/30058,history of islam,,/31/111/607/1411,4
972,/21/39/243/743/1477,cerebrovascular diseases,,/21/39/243/743,4
973,/23/45/30018/281/843,atmospheric pressure,,/23/45/30018/281,4
974,/23/43/257/775/1517,big bang,,/23/43/257/775,4
975,/23/43/257/767/1503,infrared astronomy,,/23/43/257/767,4
976,/31/107/577/585/1395,literary criticism,,/31/107/577/585,4
977,/23/45/30018/281/847,atmospheric circulation,,/23/45/30018/281,4
978,/29/91/521/1295/6190837,economic impact of epidemics,,/29/91/521/1295,4
979,/23/45/293/907/1583,glacial geology,,/23/45/293/907,4
980,/29/97/87917856/1335/1331,nongovernmental organizations,,/29/97/87917856/1335,4
981,/21/39/225/1465/30063,basal cells,,/21/39/225/1465,4
982,/21/39/179/681/1447,diabetic nephropathy,,/21/39/179/681,4
983,/25/73/453/457/1271,home automation,,/25/73/453/457,4
984,/23/43/261/791/1531,w bosons,,/23/43/261/791,4
985,/23/45/30018/30032/837,dendroclimatology,,/23/45/30018/30032,4
986,/25/77/473/1255/1745,seismic loading,,/25/77/473/1255,4
987,/25/73/453/1215/1709,compressed sensing,,/25/73/453/1215,4
988,/23/43/251/745/57690345,pulsed lasers,,/23/43/251/745,4
989,/23/51/359/1071/1647,computational topology,,/23/51/359/1071,4
990,/21/35/153/631/1433,duchenne muscular dystrophy,,/21/35/153/631,4
991,/21/37/167/671/30052,continuous glucose monitors,,/21/37/167/671,4
992,/21/39/225/1465/30064,squamous cell carcinoma,,/21/39/225/1465,4
993,/23/51/359/1071/1643,symplectic topology,,/23/51/359/1071,4
994,/27/81/30021/499/44780297,floriculture,,/27/81/30021/499,4
995,/23/43/257/757/1485,white dwarfs,,/23/43/257/757,4
996,/23/43/257/767/1497,x-ray astronomy,,/23/43/257/767,4
997,/27/81/495/1283/1753,coppicing,,/27/81/495/1283,4
