id,organisation_id,project_id,name,short_name,country,city,role,activity_type,sme,ec_contribution,total_cost
592018,994705901,101113690,MENLO SYSTEMS GMBH,,DE,PLANEGG MARTINSRIED,participant,PRC,t,331475.00,331475.00
592019,999979500,101113690,CONSIGLIO NAZIONALE DELLE RICERCHE,CNR,IT,Roma,participant,REC,f,1049967.50,1049967.50
592020,996058081,101113690,BULL SAS,BULL,FR,Les Clayes Sous Bois,participant,PRC,f,709726.25,709726.25
592021,888910814,101113690,QRUISE GMBH,,DE,Saarbrucken,participant,PRC,t,349500.00,349500.00
592022,884077013,101113690,RESEARCH AND INNOVATION SERVICES DOO ZA USLUGE,,HR,Zagreb,thirdparty,PRC,t,0.00,0.00
592023,928925157,101113690,TOPTICA PHOTONICS SAS,Toptica Photonics,FR,PESSAC,participant,PRC,t,523062.50,523062.50
592024,893652853,101113690,PASQAL,,FR,MASSY,participant,PRC,t,175647.50,175647.50
592025,999991916,101113690,EBERHARD KARLS UNIVERSITAET TUEBINGEN,UT,DE,Tuebingen,participant,HES,f,705900.00,705900.00
592026,999990267,101113690,MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV,MPG,DE,MUNCHEN,coordinator,REC,f,1384570.06,1384570.06
592027,999869114,101113690,UNIVERSITAET INNSBRUCK,UIBK,AT,Innsbruck,participant,HES,f,710300.00,710300.00
592028,999823912,101113690,OESTERREICHISCHE AKADEMIE DER WISSENSCHAFTEN,OEAW,AT,Wien,participant,REC,f,700071.25,700071.25
592029,999997930,101113690,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,CNRS,FR,PARIS,participant,REC,f,511998.18,511998.18
592030,999994826,101113690,FREIE UNIVERSITAET BERLIN,Freie Universitaet Berlin,DE,BERLIN,participant,HES,f,520000.00,520000.00
592031,999623704,101113690,TOPTICA PHOTONICS SE,TOPTICA,DE,GRAEFELFING,participant,PRC,f,498812.50,498812.50
592032,999923240,101113690,UNIVERZA V LJUBLJANI,UL,SI,Ljubljana,participant,HES,f,507487.50,507487.50
592033,909875521,101113690,SORBONNE UNIVERSITE,,FR,PARIS,thirdparty,HES,f,0.00,0.00
592393,999845446,101167287,"THE PROVOST, FELLOWS, FOUNDATION SCHOLARS & THE OTHER MEMBERS OF BOARD, OF THE COLLEGE OF THE HOLY & UNDIVIDED TRINITY OF QUEEN ELIZABETH NEAR DUBLIN",TRINITY COLLEGE DUBLIN,IE,Dublin,participant,HES,f,2472815.00,2472815.00
592394,999985029,101167287,UPPSALA UNIVERSITET,UU,SE,Uppsala,participant,HES,f,2263950.00,2263950.00
592395,999984350,101167287,"THE CHANCELLOR, MASTERS AND SCHOLARS OF THE UNIVERSITY OF OXFORD",UOXF,UK,Oxford,participant,HES,f,3035485.00,3035485.00
592396,999990267,101167287,MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV,MPG,DE,MUNCHEN,coordinator,REC,f,2214250.00,2214250.00
592397,999977463,101158022,TECHNISCHE UNIVERSITAET MUENCHEN,TUM,DE,Muenchen,coordinator,HES,f,150000.00,0.00
592508,886124295,190129990,QUANTROLOX FINLAND OY,,FI,Espoo,coordinator,PRC,t,2495500.00,3565000.00
592555,999907914,101073486,UNIVERSITAT BASEL,,CH,Basel,associatedpartner,HES,f,,0.00
592556,884014060,101073486,UNIVERSITE DE RENNES,UNIVREN,FR,RENNES,associatedpartner,HES,f,,0.00
592549,999976105,101073486,UNIVERSITE DE LIEGE,ULIEGE,BE,LIEGE,participant,HES,f,262620.00,0.00
592550,999979888,101073486,TECHNISCHE UNIVERSITAET WIEN,TU WIEN,AT,Wien,participant,HES,f,270331.20,0.00
592551,999871539,101073486,MARTIN-LUTHER-UNIVERSITAT HALLE-WITTENBERG,MLU,DE,HALLE,participant,HES,f,0.00,0.00
592552,998620821,101073486,European Multifunctional Materials Institute,EMMI AISBL,BE,Bruxelles / Brussel,associatedpartner,REC,f,,0.00
592553,954530344,101073486,STICHTING VU,,NL,Amsterdam,associatedpartner,HES,f,,0.00
592554,996327644,101073486,TOYOTA MOTOR EUROPE NV,TME,BE,BRUSSEL,associatedpartner,PRC,f,,0.00
592557,900074835,101073486,"PINFLOW ENERGY STORAGE, S.R.O.",,CZ,Praha,associatedpartner,PRC,t,,0.00
592558,999977463,101073486,TECHNISCHE UNIVERSITAET MUENCHEN,TUM,DE,Muenchen,participant,HES,f,97702.20,0.00
592559,999845737,101073486,UNIVERSITA DEGLI STUDI DI CAMERINO,UNICAM,IT,CAMERINO,participant,HES,f,259437.60,0.00
592560,905484428,101073486,"RVmagnetics, a.s.",RVmagnetics,SK,Hodkovce,associatedpartner,PRC,t,,0.00
592561,881417079,101073486,Atomistic Modelling,Atom,BE,Bruxelles,associatedpartner,PRC,f,,0.00
592562,999985029,101073486,UPPSALA UNIVERSITET,UU,SE,Uppsala,participant,HES,f,293709.60,0.00
592563,991256096,101073486,AALTO KORKEAKOULUSAATIO SR,AALTO,FI,Espoo,participant,HES,f,179055.00,0.00
592564,999868726,101073486,FRIEDRICH-SCHILLER-UNIVERSITÄT JENA,UNI JENA,DE,JENA,associatedpartner,HES,f,,0.00
592565,999988812,101073486,RUHR-UNIVERSITAET BOCHUM,RUHR-UNIVERSITAET BOCHUM,DE,Bochum,participant,HES,f,260539.20,0.00
592566,940379596,101073486,University of Toyama,UT,JP,Toyama,associatedpartner,OTH,f,,0.00
592567,998282485,101073486,SOFTWARE FOR CHEMISTRY & MATERIALS BV,SCM,NL,AMSTERDAM,participant,PRC,t,274370.40,0.00
592568,999990655,101073486,DANMARKS TEKNISKE UNIVERSITET,TECHNICAL UNIVERSITY OF DENMARK DTU,DK,KONGENS LYNGBY,participant,HES,f,301788.00,0.00
592569,999994923,101073486,PAUL SCHERRER INSTITUT,PSI,CH,VILLIGEN PSI,associatedpartner,REC,f,,0.00
592570,909114459,101073486,Centrum dohody s.r.o.,Centrum dohody,CZ,Praha 1,associatedpartner,PRC,f,,0.00
592571,999843894,101073486,ZAPADOCESKA UNIVERZITA V PLZNI,UNIVERSITY OF WEST BOHEMIA,CZ,Pilsen,participant,HES,f,237038.40,0.00
592572,999997930,101073486,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,CNRS,FR,PARIS,coordinator,REC,f,282693.60,0.00
592573,991040077,101073486,VG Scienta AB,,SE,Uppsala,associatedpartner,PRC,t,,0.00
592574,998453011,101073486,RINA CONSULTING - CENTRO SVILUPPO MATERIALI SPA,CSM SPA,IT,Roma,associatedpartner,PRC,f,,0.00
592635,888910814,101099538,QRUISE GMBH,,DE,Saarbrucken,coordinator,PRC,t,2499000.00,2499000.00
592774,999844864,101072344,UNIVERSITA DEGLI STUDI DI ROMA TOR VERGATA,UNITOV,IT,Roma,participant,HES,f,259437.60,0.00
592775,888683737,101072344,SIDACT GmbH,,DE,Bonn,associatedpartner,PRC,f,,0.00
592776,889422974,101072344,Retail Zoom Limited,,CY,Nicosia,associatedpartner,PRC,f,,0.00
592777,999990946,101072344,KUNGLIGA TEKNISKA HOEGSKOLAN,KTH,SE,STOCKHOLM,participant,HES,f,587419.20,0.00
592778,999980470,101072344,FORSCHUNGSZENTRUM JULICH GMBH,FZJ,DE,JULICH,participant,REC,f,521078.40,0.00
592779,999983962,101072344,RHEINISCH-WESTFAELISCHE TECHNISCHE HOCHSCHULE AACHEN,RWTH AACHEN,DE,Aachen,associatedpartner,HES,f,,0.00
592780,898809082,101072344,INSTITUT POLYTECHNIQUE DE PARIS,,FR,PALAISEAU,associatedpartner,HES,f,,0.00
592781,999965047,101072344,HEWLETT PACKARD CENTRE DE COMPETENCES FRANCE,HP INVENT,FR,LES ULIS,associatedpartner,PRC,f,,0.00
592782,893809702,101072344,AIGNOSTICS GMBH,Aignostics GmbH,DE,BERLIN,associatedpartner,PRC,f,,0.00
592783,999995602,101072344,UNIVERSITA DEGLI STUDI DI PADOVA,UNIPD,IT,PADOVA,participant,HES,f,518875.20,0.00
592784,999986678,101072344,TECHNISCHE UNIVERSITAT BERLIN,TUB,DE,Berlin,participant,HES,f,260539.20,0.00
592785,999849326,101072344,INSTITUT MINES-TELECOM,,FR,Palaiseau,participant,HES,f,282693.60,0.00
592786,999596447,101072344,FONDAZIONE ISTITUTO ITALIANO DI TECNOLOGIA,IIT,IT,Genova,associatedpartner,REC,f,,0.00
592787,999858735,101072344,BERGISCHE UNIVERSITAET  WUPPERTAL,BUW,DE,Wuppertal,participant,HES,f,521078.40,0.00
592788,888910814,101072344,QRUISE GMBH,,DE,Saarbrucken,associatedpartner,PRC,t,,0.00
592789,999843409,101072344,CINECA CONSORZIO INTERUNIVERSITARIO,CINECA,IT,CASALECCHIO DI RENO BO,associatedpartner,REC,f,,0.00
592790,999835843,101072344,UNIVERSITY OF CYPRUS,UCY,CY,Nicosia,coordinator,HES,f,470160.00,0.00
592791,999986969,101072344,DEUTSCHES ELEKTRONEN-SYNCHROTRON DESY,DESY,DE,HAMBURG,associatedpartner,REC,f,,0.00
592792,965934440,101072344,THE CYPRUS INSTITUTE,THE CYPRUS INSTITUTE,CY,NICOSIA,participant,HES,f,470160.00,0.00
592866,899789946,101114305,KIUTRA GMBH,,DE,MUNCHEN,participant,PRC,t,1034231.25,1034231.25
592867,999978627,101114305,JOHANNES GUTENBERG-UNIVERSITAT MAINZ,,DE,MAINZ,participant,HES,f,931882.50,931882.50
592868,999980470,101114305,FORSCHUNGSZENTRUM JULICH GMBH,FZJ,DE,JULICH,participant,REC,f,744272.50,744272.50
592869,999977463,101114305,TECHNISCHE UNIVERSITAET MUENCHEN,TUM,DE,Muenchen,participant,HES,f,732381.25,732381.25
592870,898867476,101114305,QUIX QUANTUM BV,,NL,Enschede,participant,PRC,t,1147148.75,1147148.75
592871,902939924,101114305,ALPINE QUANTUM TECHNOLOGIES GMBH,,AT,INNSBRUCK,participant,PRC,t,3949613.75,3949613.75
592872,999991722,101114305,AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS,CSIC,ES,MADRID,participant,REC,f,589090.00,589090.00
592873,999580054,101114305,BAYERISCHE AKADEMIE DER WISSENSCHAFTEN,BADW,DE,MUNCHEN,participant,REC,f,464250.00,464250.00
592874,996058081,101114305,BULL SAS,BULL,FR,Les Clayes Sous Bois,participant,PRC,f,914416.25,914416.25
592875,999869114,101114305,UNIVERSITAET INNSBRUCK,UIBK,AT,Innsbruck,coordinator,HES,f,4189748.75,4189748.75
592876,999994826,101114305,FREIE UNIVERSITAET BERLIN,Freie Universitaet Berlin,DE,BERLIN,participant,HES,f,604112.50,604112.50
592877,913776473,101114305,CREOTECH INSTRUMENTS SPOLKA AKCYJNA,,PL,PIASECZNO,participant,PRC,t,2209803.75,2209803.75
592878,999623704,101114305,TOPTICA PHOTONICS SE,TOPTICA,DE,GRAEFELFING,participant,PRC,f,1141870.00,1141870.00
592879,999981828,101114305,GOTTFRIED WILHELM LEIBNIZ UNIVERSITAET HANNOVER,LUH,DE,Hannover,participant,HES,f,1327732.50,1327732.50
593947,999977463,101203938,TECHNISCHE UNIVERSITAET MUENCHEN,TUM,DE,Muenchen,coordinator,HES,f,202125.12,0.00
594163,999868629,101174557,UNIVERSITAET REGENSBURG,UREG,DE,Regensburg,participant,HES,f,317993.75,317993.75
594164,999909175,101174557,STMICROELECTRONICS FRANCE,,FR,MONTROUGE,participant,PRC,f,228781.25,228781.25
594165,884818287,101174557,SEMIQON TECHNOLOGIES OY,,FI,Espoo,participant,PRC,t,568000.00,568000.00
594166,999980470,101174557,FORSCHUNGSZENTRUM JULICH GMBH,FZJ,DE,JULICH,participant,REC,f,941000.00,941000.00
594167,999988909,101174557,NEDERLANDSE ORGANISATIE VOOR TOEGEPAST NATUURWETENSCHAPPELIJK ONDERZOEK TNO,TNO,NL,DEN HAAG,participant,REC,f,3671000.00,3671000.00
594168,893423545,101174557,PARITY QUANTUM COMPUTING GMBH,ParityQC,AT,Innsbruck,participant,PRC,t,118000.00,118000.00
594169,932760440,101174557,TEKNOLOGIAN TUTKIMUSKESKUS VTT OY,VTT,FI,Espoo,participant,REC,f,500000.50,500000.50
594170,999984059,101174557,FRAUNHOFER GESELLSCHAFT ZUR FORDERUNG DER ANGEWANDTEN FORSCHUNG EV,Fraunhofer,DE,MUNCHEN,participant,REC,f,938791.75,938791.75
594171,892924092,101174557,ORANGE QUANTUM SYSTEMS OPERATIONAL BV,Orange QS,NL,DELFT,participant,PRC,t,150000.00,150000.00
594172,999992401,101174557,COMMISSARIAT A L ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES,CEA,FR,Paris,coordinator,REC,f,4482023.50,4482023.50
594173,999981149,101174557,INTERUNIVERSITAIR MICRO-ELECTRONICA CENTRUM,IMEC,BE,Leuven,participant,REC,f,1694469.25,1694469.25
594174,999904228,101174557,BUDAPESTI MUSZAKI ES GAZDASAGTUDOMANYI EGYETEM,BUDAPEST UNIVERSITY OF TECHNOLOGY AND ECONOMICS,HU,BUDAPEST,participant,HES,f,118000.00,118000.00
594175,903421141,101174557,Q.M. TECHNOLOGIES LTD,QUANTUM MACHINES,IL,Tel Aviv,participant,PRC,t,518000.00,518000.00
594176,893203258,101174557,QBLOX BV,,NL,DELFT,participant,PRC,t,791000.00,791000.00
594177,999991043,101174557,KOBENHAVNS UNIVERSITET,UCPH,DK,KOBENHAVN,participant,HES,f,0.00,0.00
594178,996058081,101174557,BULL SAS,BULL,FR,Les Clayes Sous Bois,participant,PRC,f,1064996.25,1064996.25
594179,999866204,101174557,UNIVERSITAT KONSTANZ,UKON,DE,Konstanz,participant,HES,f,206000.00,206000.00
594180,884863004,101174557,QUOBLY,,FR,GRENOBLE,participant,PRC,t,3003290.00,3003290.00
594181,999751938,101174557,THALES,THALES,FR,MEUDON,participant,PRC,f,518000.00,518000.00
594182,999997930,101174557,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,CNRS,FR,PARIS,participant,REC,f,1019428.75,1019428.75
594183,998800271,101174557,INSTYTUT FIZYKI POLSKIEJ AKADEMII NAUK,,PL,Warszawa,participant,REC,f,178000.00,178000.00
594184,882761693,101174557,ARQUE SYSTEMS GMBH,,DE,Aachen,participant,PRC,t,178000.00,178000.00
594185,999977366,101174557,TECHNISCHE UNIVERSITEIT DELFT,TU Delft,NL,DELFT,participant,HES,f,2880999.75,2880999.75
594186,996701288,101174557,INFINEON TECHNOLOGIES DRESDEN AG & Co. KG,IFD,DE,DRESDEN,participant,PRC,f,888938.75,888938.75
594222,876138242,101213305,Delft Networks B.V.,,NL,Delft,coordinator,PRC,t,2499999.00,0.00
594223,893554592,101225722,PQSHIELD LTD,,UK,Oxford,participant,PRC,f,1100000.00,1100000.00
594224,885537639,101225722,PQShield SAS,,FR,Paris,thirdparty,PRC,t,0.00,0.00
594225,876551462,101225722,CODASIP UK LIMITED,,UK,BRISTOL,thirdparty,PRC,t,0.00,0.00
594226,999912279,101225722,EURESCOM-EUROPEAN INSTITUTE FOR RESEARCH AND STRATEGIC STUDIES IN TELECOMMUNICATIONS GMBH,EURESCOM,DE,HEIDELBERG,coordinator,PRC,f,561125.00,561125.00
594227,877114547,101225722,ESHARD,,FR,Pessac,participant,PRC,f,914365.00,914365.00
594228,875499982,101225722,CyberHive Ltd,CyberHive Ltd,UK,Newbury,participant,PRC,t,827410.00,827410.00
594229,999630009,101225722,UNIVERSITAET DER BUNDESWEHR MUENCHEN,UniBw M,DE,NEUBIBERG,participant,HES,f,808750.00,808750.00
594230,900066590,101225722,CODASIP S R O,,CZ,BRNO,participant,PRC,t,776000.00,776000.00
594232,999874643,101197255,UNIVERSITETET I TROMSOE - NORGES ARKTISKE UNIVERSITET,UiT,NO,Tromso,coordinator,HES,f,251578.56,0.00
594376,902939924,101213371,ALPINE QUANTUM TECHNOLOGIES GMBH,,AT,INNSBRUCK,participant,PRC,t,15000.00,0.00
594377,999869114,101213371,UNIVERSITAET INNSBRUCK,UIBK,AT,Innsbruck,coordinator,HES,f,135000.00,0.00
594464,999829635,101109293,UNIVERSIDAD DE SANTIAGO DE COMPOSTELA,UNIVERSIDADE DE SANTIAGO DE COMPOSTELA,ES,SANTIAGO DE COMPOSTELA,coordinator,HES,f,181152.96,0.00
594465,898277716,101109293,"University of California, Los Angeles",,US,Los Angeles,associatedpartner,PUB,f,,0.00
594567,999991043,101078107,KOBENHAVNS UNIVERSITET,UCPH,DK,KOBENHAVN,coordinator,HES,f,1500000.00,1500000.00
594569,999876001,101210678,UNIWERSYTET GDANSKI,UNIVERSITY OF GDANSK,PL,GDANSK,coordinator,HES,f,163166.16,0.00
594570,999997736,101099430,AARHUS UNIVERSITET,AU,DK,Aarhus C,coordinator,HES,f,481700.00,481700.00
594571,898867476,101099430,QUIX QUANTUM BV,,NL,Enschede,participant,PRC,t,656250.00,656250.00
594572,886298992,101099430,KVANTIFY APS,,DK,KOBENHAVN O,participant,PRC,t,653750.00,653750.00
594573,999977269,101099430,TECHNISCHE UNIVERSITEIT EINDHOVEN,TU/e,NL,Eindhoven,participant,HES,f,757562.50,757562.50
594574,999981828,101099430,GOTTFRIED WILHELM LEIBNIZ UNIVERSITAET HANNOVER,LUH,DE,Hannover,participant,HES,f,645000.00,645000.00
649391,889296874,101082596,THINKQUANTUM SRL,THINKQUANTUM,IT,Vicenza,participant,PRC,t,600625.00,600625.00
649392,999619436,101082596,FUNDACIO INSTITUT DE CIENCIES FOTONIQUES,ICFO-CERCA,ES,Castelldefels,participant,REC,f,613915.00,613915.00
649393,910514072,101082596,QUSIDE TECHNOLOGIES SL,,ES,Castelldefels,participant,PRC,t,466263.75,466263.75
649394,999984059,101082596,FRAUNHOFER GESELLSCHAFT ZUR FORDERUNG DER ANGEWANDTEN FORSCHUNG EV,Fraunhofer,DE,MUNCHEN,participant,REC,f,449038.75,449038.75
649395,921086393,101082596,STELLAR PROJECT SRL,STELLAR PROJECT,IT,Padova,participant,PRC,t,588750.00,588750.00
649396,999488195,101082596,THALES ALENIA SPACE ITALIA SPA,TASITALIA,IT,ROMA,participant,PRC,f,191500.00,191500.00
649397,999995602,101082596,UNIVERSITA DEGLI STUDI DI PADOVA,UNIPD,IT,PADOVA,coordinator,HES,f,348750.00,348750.00
649398,899480904,101082596,"SATELIO IOT SERVICES, SL",,ES,BARCELONA,participant,PRC,t,268750.00,268750.00
649399,999887059,101082596,UNIVERSITA TA MALTA,UNIVERSITY OF MALTA,MT,MSIDA,participant,HES,f,191621.25,191621.25
649400,999997930,101082596,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,CNRS,FR,PARIS,thirdparty,REC,f,0.00,0.00
649401,893539169,101082596,ARGOTEC SRL,,IT,SAN MAURO TORINESE,participant,PRC,t,259362.50,259362.50
649402,909875521,101082596,SORBONNE UNIVERSITE,,FR,PARIS,participant,HES,f,350268.75,350268.75
594751,884649895,101188241,QC DESIGN GMBH,QC Design,DE,Ulm,coordinator,PRC,t,2493000.00,0.00
596127,999997930,101097272,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,CNRS,FR,PARIS,coordinator,REC,f,2134529.00,2134529.00
596921,999992110,101106345,STICHTING RADBOUD UNIVERSITEIT,,NL,Nijmegen,coordinator,HES,f,203464.32,0.00
599937,999825270,101151140,UNIVERSIDAD DE LA LAGUNA,UNIVERSITYOF LA LAGUNA,ES,San Cristobal de La Laguna,coordinator,HES,f,165312.96,0.00
597808,996479740,101117882,INSTITUTE OF SCIENCE AND TECHNOLOGY AUSTRIA,IST AUSTRIA,AT,Klosterneuburg,coordinator,HES,f,1093084.00,1093084.00
597809,999979888,101117882,TECHNISCHE UNIVERSITAET WIEN,TU WIEN,AT,Wien,participant,HES,f,406250.00,406250.00
597838,991256096,101170477,AALTO KORKEAKOULUSAATIO SR,AALTO,FI,Espoo,coordinator,HES,f,1999484.00,1999484.00
597845,999454245,101148213,UNITED NATIONS EDUCATIONAL SCIENTIFIC AND CULTURAL ORGANIZATION,ORGANISATION DES NATIONS UNIES POUR L'EDUCATION LA,FR,PARIS,coordinator,REC,f,188590.08,0.00
597848,999929545,101208361,UNIVERSITAT DES SAARLANDES,USAAR,DE,Saarbrucken,coordinator,HES,f,217965.12,0.00
600179,999981149,101213658,INTERUNIVERSITAIR MICRO-ELECTRONICA CENTRUM,IMEC,BE,Leuven,coordinator,REC,f,150000.00,0.00
597859,999953019,101042680,UNIVERSITAT DE VALENCIA,UVEG,ES,Valencia,coordinator,HES,f,1499240.00,1499240.00
597863,999923240,101200860,UNIVERZA V LJUBLJANI,UL,SI,Ljubljana,coordinator,HES,f,198557.52,0.00
597880,999997930,101096610,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,CNRS,FR,PARIS,participant,REC,f,229003.75,229003.75
597881,909875521,101096610,SORBONNE UNIVERSITE,,FR,PARIS,coordinator,HES,f,2270937.50,2270937.50
597882,885891883,101207481,CRHEA-CNRS,Research Center for Hetero-Epitaxial Growth and it,FR,SOPHIA ANTIPOLIS CEDEX,associatedpartner,REC,f,,0.00
597883,897067059,101207481,UNIVERSITE PARIS-SACLAY,,FR,GIF-SUR-YVETTE,coordinator,HES,f,242260.56,0.00
597907,999986096,101098310,UNIVERSITEIT GENT,UGent,BE,GENT,coordinator,HES,f,2302500.00,2302500.00
598839,999881821,101205787,UMEA UNIVERSITET,,SE,UMEA,coordinator,HES,f,252180.00,0.00
599677,894285972,101168795,IQM Germany GmbH,,DE,Munchen,associatedpartner,PRC,t,,0.00
599678,999992110,101168795,STICHTING RADBOUD UNIVERSITEIT,,NL,Nijmegen,participant,HES,f,274370.40,0.00
599679,969252034,101168795,LOUISIANA STATE UNIVERSITY AND AGRICULTURAL AND MECHANICAL COLLEGE,LSU,US,Baton Rouge,associatedpartner,HES,f,,0.00
599680,985804405,101168795,ECOLE NORMALE SUPERIEURE DE LYON,ENS DE LYON,FR,Lyon,participant,HES,f,565387.20,0.00
599681,999841760,101168795,ALBERT-LUDWIGS-UNIVERSITAET FREIBURG,UFR,DE,Freiburg,participant,HES,f,260539.20,0.00
599682,884544068,101168795,Qia Consultancy & Training,,NL,,associatedpartner,PRC,f,,0.00
599683,999995602,101168795,UNIVERSITA DEGLI STUDI DI PADOVA,UNIPD,IT,PADOVA,coordinator,HES,f,518875.20,0.00
599684,999980276,101168795,RHEINISCHE FRIEDRICH-WILHELMS-UNIVERSITAT BONN,,DE,BONN,participant,HES,f,260539.20,0.00
599685,999995796,101168795,UNIVERSITA DEGLI STUDI DI MILANO,UMIL,IT,Milano,participant,HES,f,259437.60,0.00
599686,999974262,101168795,UNIVERSITY OF BRISTOL,,UK,BRISTOL,associatedpartner,HES,f,,0.00
599687,999986581,101168795,TECHNISCHE UNIVERSITAT DARMSTADT,,DE,DARMSTADT,participant,HES,f,260539.20,0.00
599688,947958206,101168795,CUE CLERMONT UNIVERSITE,CUE CLERMONT UNIVERSITE,FR,Clermont-Ferrand,associatedpartner,OTH,f,,0.00
599689,999985708,101168795,UNIVERSITEIT VAN AMSTERDAM,UvA,NL,Amsterdam,associatedpartner,HES,f,,0.00
599690,884457738,101168795,TRANSEARCH International Deutschland GmbH,TRANSEARCH International Deutschland GmbH,DE,Hamburg,associatedpartner,PRC,t,,0.00
600162,908462813,101218253,DELFT CIRCUITS B.V.,Delft Circuits,NL,DELFT,coordinator,PRC,t,2499999.00,0.00
600164,999619436,101105814,FUNDACIO INSTITUT DE CIENCIES FOTONIQUES,ICFO-CERCA,ES,Castelldefels,coordinator,REC,f,181152.96,0.00
600166,999976590,101115548,UNIVERSITA DEGLI STUDI DI NAPOLI FEDERICO II,UNINA,IT,Napoli,coordinator,HES,f,782500.00,782500.00
600167,893203258,101115548,QBLOX BV,,NL,DELFT,participant,PRC,t,763750.00,763750.00
600168,999991043,101115548,KOBENHAVNS UNIVERSITET,UCPH,DK,KOBENHAVN,participant,HES,f,631250.00,631250.00
600169,892878890,101115548,QUANTWARE B.V.,,NL,Delft,participant,PRC,t,1461875.00,1461875.00
600170,886124295,101115548,QUANTROLOX FINLAND OY,,FI,Espoo,participant,PRC,t,308750.00,308750.00
600174,996479740,101078696,INSTITUTE OF SCIENCE AND TECHNOLOGY AUSTRIA,IST AUSTRIA,AT,Klosterneuburg,coordinator,HES,f,2324880.00,2324880.00
600175,999974068,101165353,UNIVERSITY OF STRATHCLYDE,,UK,Glasgow,coordinator,HES,f,2234475.00,2234475.00
600176,999985029,101087096,UPPSALA UNIVERSITET,UU,SE,Uppsala,coordinator,HES,f,1999433.00,1999433.00
600177,999997930,101152827,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,CNRS,FR,PARIS,coordinator,REC,f,211754.88,0.00
600187,996479740,101115315,INSTITUTE OF SCIENCE AND TECHNOLOGY AUSTRIA,IST AUSTRIA,AT,Klosterneuburg,participant,HES,f,696602.50,696602.50
600188,892924092,101115315,ORANGE QUANTUM SYSTEMS OPERATIONAL BV,Orange QS,NL,DELFT,participant,PRC,t,378000.00,378000.00
600189,954721919,101115315,HUN-REN ENERGIATUDOMANYI KUTATOKOZPONT,HUN-REN CENTRE FOR ENERGY RESEARCH,HU,Budapest,participant,REC,f,461275.00,461275.00
600190,999991722,101115315,AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS,CSIC,ES,MADRID,participant,REC,f,322308.75,322308.75
600191,999979500,101115315,CONSIGLIO NAZIONALE DELLE RICERCHE,CNR,IT,Roma,participant,REC,f,551896.25,551896.25
600192,999598678,101115315,UNIVERSITAET AUGSBURG,UAU,DE,Augsburg,participant,HES,f,375931.25,375931.25
600193,999977366,101115315,TECHNISCHE UNIVERSITEIT DELFT,TU Delft,NL,DELFT,coordinator,HES,f,1963950.00,1963950.00
600232,999997930,101113096,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,CNRS,FR,PARIS,coordinator,REC,f,150000.00,0.00
600235,990797674,101125759,KARLSRUHER INSTITUT FUER TECHNOLOGIE,KIT,DE,Karlsruhe,coordinator,HES,f,2631875.00,2631875.00
600236,999897729,101125759,TECHNISCHE UNIVERSITAET DRESDEN,TUD,DE,DRESDEN,participant,HES,f,99375.00,99375.00
600238,999981149,101109997,INTERUNIVERSITAIR MICRO-ELECTRONICA CENTRUM,IMEC,BE,Leuven,coordinator,REC,f,191760.00,0.00
600241,999842051,101067977,UNIVERSITA DEGLI STUDI DI TRIESTE,UNITS,IT,Trieste,coordinator,HES,f,172750.08,0.00
600255,999975038,101124770,THE HEBREW UNIVERSITY OF JERUSALEM,THE HEBREW UNIVERSITY OF JERUSALEM,IL,JERUSALEM,coordinator,HES,f,1997500.00,1997500.00
600257,999981149,101042414,INTERUNIVERSITAIR MICRO-ELECTRONICA CENTRUM,IMEC,BE,Leuven,coordinator,REC,f,1930736.00,1930736.00
600263,999977366,101221654,TECHNISCHE UNIVERSITEIT DELFT,TU Delft,NL,DELFT,coordinator,HES,f,1499211.00,1499211.00
600264,999978627,101209345,JOHANNES GUTENBERG-UNIVERSITAT MAINZ,,DE,MAINZ,associatedpartner,HES,f,,0.00
600265,999843894,101209345,ZAPADOCESKA UNIVERZITA V PLZNI,UNIVERSITY OF WEST BOHEMIA,CZ,Pilsen,coordinator,HES,f,207758.16,0.00
600266,936795640,101057977,BILFINGER NUCLEAR & ENERGY TRANSITION GMBH,BBS,DE,Oberhausen,participant,PRC,f,554250.00,554250.00
600267,999979500,101057977,CONSIGLIO NAZIONALE DELLE RICERCHE,CNR,IT,Roma,coordinator,REC,f,857647.00,857647.00
600268,907704855,101057977,INTERMODULATION PRODUCTS AB,,SE,Segersta,participant,PRC,t,155875.00,155875.00
