project_id,euroscivoc_id
659012,380
659012,818
820378,205
820378,382
820378,796
820378,818
658073,346
658073,796
658073,818
708201,111
708201,377
708201,516
708201,796
708201,818
884745,380
884745,547
884745,796
884745,818
101022402,68
101022402,349
101022402,796
101022402,818
851740,351
851740,796
851740,818
884676,355
884676,504
884676,579
884676,796
884676,818
758053,351
758053,380
758053,612
758053,796
758053,818
844591,349
844591,380
844591,382
844591,402
844591,818
101001512,175
101001512,312
101001512,818
724707,143
724707,349
724707,612
724707,796
724707,818
865230,818
792727,351
792727,796
792727,818
679342,68
679342,330
679342,349
679342,796
679342,818
657497,349
657497,351
657497,378
657497,612
657497,818
863313,351
863313,389
863313,435
863313,796
863313,818
750886,68
750886,111
750886,560
750886,818
861950,329
861950,330
861950,380
861950,461
953234,81
953234,240
953234,348
953234,350
953234,792
779391,69
779391,387
779391,796
756277,319
756277,380
756277,809
756277,898
756277,962
800942,349
800942,350
800942,612
800942,818
800942,964
899794,143
899794,350
899794,377
851768,380
851768,572
851768,795
951224,328
951224,350
951224,428
745598,18
745598,195
745598,196
745598,350
792853,196
792853,796
792853,818
792853,1032
789104,110
789104,196
789104,318
789104,402
789104,818
899354,111
899354,196
899354,351
899354,796
101002812,82
101002812,94
101002812,348
101002812,771
874827,94
874827,126
874827,181
874827,414
815749,15
815749,251
815749,343
815749,355
815749,558
736112,68
736112,196
736112,349
736112,387
736112,796
823830,52
823830,60
823830,69
823830,307
823830,389
746309,251
746309,312
746309,434
746309,805
746309,890
894761,796
894761,809
894761,919
657359,166
657359,346
657359,803
657359,1022
657359,1043
871764,227
871764,796
871764,803
820363,355
820363,472
820363,796
101031655,682
101020369,799
955756,324
896850,329
896850,378
896850,808
896850,836
896850,838
952335,136
657176,381
657176,744
101019431,113
101019431,353
101019431,381
101019431,519
101018390,291
101018390,332
101018390,795
101018390,796
101018390,852
742052,111
742052,378
742052,490
742052,519
742052,918
773048,305
773048,809
773048,919
803862,72
803862,111
803862,796
701221,111
701221,373
701221,796
653846,377
653846,381
653846,471
653846,579
653846,866
754303,18
754303,32
754303,36
754303,113
754303,305
804286,381
804286,490
804286,744
957189,411
957189,683
644121,114
644121,375
644121,381
644121,472
644121,804
800994,329
865075,860
681908,215
681908,381
681908,490
681908,744
681908,863
759063,56
101001976,796
101001318,319
955479,23
637019,381
637019,490
637019,808
637019,918
637019,966
948893,796
789028,56
789028,330
789028,346
789028,794
789028,1025
757996,176
757996,1026
757996,1029
884762,796
787320,378
765048,87
765048,88
765048,170
765048,623
765048,1034
898125,796
899018,111
899018,198
899018,305
899018,380
899018,796
844947,796
844947,866
708475,111
708475,380
708475,796
657510,744
657510,863
817482,110
817482,796
861097,380
701599,330
701599,809
800306,111
800306,380
800306,796
829044,381
829044,475
829044,476
829044,504
641122,111
641122,377
641122,538
641122,736
641122,866
766563,118
766563,332
766563,334
766563,348
766563,908
828841,334
828841,476
828841,504
828841,838
851716,796
679124,136
679124,471
679124,795
679124,796
771971,623
771971,808
771971,862
771971,882
771971,966
949202,227
949077,808
677368,381
677368,490
677368,859
677368,860
677368,918
655416,413
101019620,808
695088,506
725110,381
725110,808
725110,850
725110,966
957440,95
957440,796
670298,377
670298,378
670298,381
670298,503
670298,744
865751,373
637618,378
637618,519
637618,628
637618,900
637618,918
724473,329
724473,355
724473,561
724473,579
724473,796
716142,146
716142,348
716142,468
677013,82
677013,88
677013,239
677013,771
724629,201
724629,417
724629,439
724629,1053
864583,113
864583,381
864583,863
864583,866
724177,30
724177,111
810504,330
810504,380
810504,796
810504,838
948493,355
948493,796
948493,919
683069,87
683069,111
683069,170
683069,348
683069,375
947603,796
947778,378
947778,815
676970,354
676970,816
101019907,87
101019907,116
101019907,375
101019907,381
101019907,472
832833,378
832833,490
740006,859
740006,860
740006,906
758077,334
758077,377
758077,682
758077,796
758077,1030
101003378,496
101003378,796
741121,354
741121,796
715861,381
715861,628
715861,858
715861,863
715861,866
692854,54
692854,87
692854,378
692854,490
692854,852
647107,239
647107,338
647107,348
647107,472
647107,623
771891,111
771891,113
771891,114
771891,115
771891,377
648229,329
648229,796
648229,1030
757978,381
101020016,136
101020016,381
101020016,472
101020016,519
647356,381
647356,808
647356,850
647356,966
772099,32
772099,381
772099,808
772099,966
647020,136
647020,158
647020,307
647020,338
647020,521
715594,521
715594,682
767176,796
885414,72
666981,87
666981,355
666981,378
666981,918
666981,1029
772466,378
637844,375
637844,381
637844,503
637844,744
637844,858
694712,808
694712,811
834266,796
742265,110
742265,111
742265,506
742265,924
714850,348
714850,471
714850,505
714850,796
101027667,471
101027667,809
764759,18
764759,32
764759,796
951761,136
951761,305
951761,392
835776,87
835776,472
835776,771
785902,111
785902,796
829005,380
829005,781
829005,796
796725,110
796725,111
895747,348
895747,355
895747,378
895747,382
895747,623
750777,330
750777,348
750777,382
750777,547
750777,796
892943,348
892943,803
745336,348
745336,472
745336,881
101024788,329
101024788,348
101024788,796
101024788,919
101025315,198
101025315,377
101025315,381
101025315,519
704192,68
704192,334
704192,349
704192,796
894790,836
894790,859
825999,44
825999,79
825999,317
825999,336
825999,379
896978,111
896978,378
896978,538
101017194,380
840691,346
840691,796
101018193,18
101018193,349
101018193,471
101018193,796
960217,95
960217,582
960217,796
101023822,796
890711,111
890711,113
890711,628
890711,796
890711,906
897158,180
897158,796
896401,796
893012,115
893012,378
893012,490
893012,796
893012,918
796048,796
796048,921
101027187,471
101027187,796
101027187,809
750523,18
750523,111
750523,796
892728,166
892728,377
892728,471
892728,682
892728,796
968614,110
968614,796
868058,380
868058,796
954530,177
954530,380
954530,796
898759,377
898759,381
898759,954
748921,338
748921,380
748921,796
748921,919
748921,921
813942,332
813942,375
813942,381
813942,744
813942,795
101023276,330
101023276,382
101023276,796
898860,110
898860,330
898860,378
898860,796
969201,305
969201,796
959521,305
959521,796
659920,353
659920,503
659920,623
659920,852
659920,1039
101030346,852
891169,355
891169,375
891169,378
891169,744
843960,381
843960,519
843960,744
843960,808
843960,918
764850,111
764850,378
764850,561
764850,808
688539,380
688539,796
952223,796
794733,136
794733,158
794733,482
895355,146
895355,389
895355,472
700140,111
700140,373
700140,472
700140,482
700140,623
657070,332
657070,472
657070,572
657070,623
657070,809
101033630,381
101033630,472
101033630,519
891647,472
895473,111
895473,449
895473,472
895473,538
895473,796
101024149,110
101024149,198
101024149,239
101030988,110
101030988,375
101030988,381
101030988,519
101030988,628
101025095,87
101025095,378
101025095,381
101025095,744
101025095,808
101031846,242
101031846,379
101031846,519
101031846,814
895141,18
895141,111
895141,503
895141,900
896690,378
896690,490
896690,808
896690,918
896690,966
877044,177
877044,186
877044,329
877044,559
877044,623
878074,95
878074,582
843134,170
843134,381
843134,866
788215,87
788215,380
788215,1055
746442,111
746442,355
746442,373
746442,425
746442,504
747178,381
747178,490
747178,859
747178,918
747178,966
661317,82
661317,379
661317,416
661317,560
661317,612
659151,378
659151,381
659151,744
659151,858
659151,863
101030447,332
101030447,353
101030447,519
101030447,623
885904,111
885904,373
896848,85
896848,97
896848,136
896848,145
896848,521
890472,506
890472,744
890472,836
890472,881
890472,964
836343,111
800130,355
800130,504
750092,170
750092,355
750092,371
750092,381
750092,808
696331,51
696331,118
696331,260
696331,354
748549,349
748549,425
748549,504
748549,812
748549,906
